0,1050083,80582,57893,930156
1,1102807,81069,57978,979093
2,1080800,81404,58688,957876
3,1080721,81053,54006,963266
4,1168285,80919,57628,1046272
5,1007217,81065,58263,882000
6,1008689,81347,58848,875510
7,994746,80574,56810,862308
8,1056468,81006,59676,926134
9,1061115,81320,59051,932608
10,1122643,80369,56074,997185
11,1074640,81380,60202,949056
12,1101124,80667,59784,979015
13,1036066,81499,59646,913907
14,1045951,81576,60171,924212
15,1136829,81633,61490,1013868
16,1126398,80851,60176,1004101
17,1143252,81386,59487,1022805
18,1084373,81195,58689,966896
19,1040550,80988,60924,917885
20,1050920,81439,59654,931917
21,1124390,81588,61224,1004462
22,1114288,81275,61004,993711
23,1122926,80959,60682,1004339
24,1316780,81279,61764,1196908
25,1244257,80859,61165,1123836
26,1236921,80668,60293,1119024
27,1185174,80570,59330,1067992
28,1042173,80105,59562,925368
29,1043252,80382,59535,926527
30,983533,80805,58891,868134
31,1013445,81286,58708,897503
32,999084,80904,60257,881419
33,1048268,81305,59641,926295
34,1012222,80888,60739,888490
35,1019737,81299,59883,897528
36,965004,81772,60728,840882
37,966902,81645,62100,842120
38,997371,81655,62504,873128
39,1010458,81566,61109,889284
40,991775,81849,60688,871356
41,969556,81931,62706,846553
42,958214,82377,63265,835140
43,1022452,81944,63002,899368
44,1133167,82547,62717,1010535
45,1131247,82465,61631,1009858
46,1163506,82195,61748,1043042
47,1024325,81785,61051,903899
48,1001564,81961,61856,880635
49,1013199,82078,61778,892435
50,944793,81465,61404,823964
51,1046541,82532,62539,924834
52,2369504,82782,63292,2246734
53,5323144,82840,62534,5201039
54,5053135,83565,64194,4930127
55,4801840,83847,64519,4671154
56,4599695,84576,64734,4471422
57,1087987,83674,66349,962294
58,1103096,84344,65545,978372
59,1187631,84494,66334,1053609
