0,1339811,77538,55807,1208879
1,1296604,77770,54566,1167373
2,1276379,77452,62726,1142424
3,1230353,77377,57742,1103543
4,1253923,77448,52740,1131985
5,1228273,77981,55058,1103995
6,1181986,78465,55859,1052815
7,1172553,78721,55883,1042070
8,1322261,77699,54659,1195480
9,1394282,78098,55650,1268018
10,1228293,77836,56912,1100672
11,1332522,79099,56087,1206491
12,1520586,79117,55761,1393741
13,1466059,80156,57062,1334636
14,1494345,80373,57710,1362631
15,1615132,80459,57689,1483556
16,1475226,79523,56043,1344978
17,1451668,79724,58001,1318328
18,1443600,80031,56616,1307731
19,1440492,80188,56787,1310935
20,1504023,80248,56859,1373916
21,1435149,79774,56244,1307601
22,1460778,80559,56872,1329802
23,1516778,80951,57768,1382588
24,1455320,79550,56202,1321905
25,1506782,80110,55876,1372612
26,1509412,80216,56792,1372843
27,1546505,80842,56255,1411475
28,1537254,80436,55577,1405617
29,1535361,80290,56079,1401034
30,1542452,80140,55049,1410969
31,1491421,80153,56875,1357248
32,1454760,80688,56401,1323064
33,1461866,80268,56133,1332542
34,1537464,80742,56959,1409338
35,1465649,79852,56588,1338433
36,1469753,79735,56385,1344227
37,1584658,84181,59566,1453508
38,1520446,85851,62858,1385784
39,1614085,85759,60485,1483480
40,1611635,86627,62962,1474541
41,1564360,86653,62978,1423817
42,1521741,86513,61001,1385041
43,1586405,86634,61551,1452113
44,1498788,86187,62551,1364449
45,1593489,85977,63118,1459324
46,2823292,85892,59620,2673592
47,2893894,86150,60023,2726362
48,2887788,86801,60963,2719327
49,2926747,86086,59489,2758741
50,2910605,86579,62221,2739881
51,2878998,86686,60952,2707754
52,2819973,86541,62033,2647354
53,2921914,86595,63704,2745464
54,2804491,85628,62769,2623849
55,2898055,85906,60273,2719046
56,2903753,86168,60916,2726181
57,2954196,85693,60481,2806057
58,2930701,86126,61515,2758777
59,1745760,86113,60516,1576415
