0,1279636,98344,88834,1127571
1,1395042,97196,87002,1243464
2,1294428,96585,97171,1132583
3,1333245,97130,92248,1179245
4,1282301,98908,91258,1128703
5,1298388,97893,90009,1146058
6,1352836,96844,90552,1199586
7,1293172,97688,89727,1137012
8,1326435,97435,91554,1169281
9,1317276,96946,89753,1165477
10,1312019,98099,89152,1159381
11,1289822,98987,91863,1133874
12,1303947,98052,88897,1153156
13,1257637,95908,86880,1111666
14,1242399,96619,88725,1093008
15,1246543,97685,89169,1097736
16,1261051,96578,86786,1115535
17,1278633,95038,86445,1132366
18,1288936,94393,85009,1145155
19,1267294,94052,85806,1125966
20,1263833,95139,86418,1116483
21,1394801,94347,83303,1244322
22,1614140,94574,83494,1461904
23,1694445,95068,85432,1537683
24,1789936,95547,81943,1632529
25,2787662,95194,81868,2630451
26,2161381,95666,79993,2017918
27,1563124,94604,81781,1419752
28,1603268,93573,78475,1463675
29,1533585,92457,76315,1398599
30,1595121,92412,75687,1459894
31,1300487,94097,77342,1157887
32,1456321,92748,77594,1313612
33,1372947,92219,75201,1236216
34,1224105,92952,77222,1084822
35,1289821,92571,77478,1152580
36,1207130,91484,73666,1076256
37,1252285,91980,74491,1121443
38,1220128,93224,75973,1086754
39,1241101,92126,74145,1109259
40,1228590,91117,73690,1096518
41,1245737,90634,73055,1112778
42,1228212,90646,80514,1087677
43,1248435,89956,86546,1100518
44,1439044,90501,72029,1304347
45,1344951,89552,71054,1211857
46,1303086,90178,72833,1168091
47,1380768,90083,72629,1245555
48,1335909,88054,69343,1201730
49,1470053,89150,71966,1329112
50,1439164,90112,72086,1273036
51,1342576,90022,74594,1177891
52,1319193,89223,72400,1178766
53,1325990,89618,72656,1186501
54,1382604,89152,70193,1245998
55,1371353,89213,69839,1235892
56,1365077,88356,72513,1224010
57,1479353,88882,70776,1334232
58,1415024,88382,69739,1279665
59,1403224,88138,70737,1270130
