0,1612106,121829,93280,1449068
1,1604748,121198,93379,1440833
2,1643703,121843,98671,1473855
3,1598279,122455,100501,1426312
4,1766685,122958,93878,1602782
5,1723744,123349,95672,1556949
6,1744987,124027,94706,1577780
7,1670244,124127,96712,1503023
8,1633732,122948,94021,1469360
9,1617724,122994,94425,1449264
10,1662522,123502,94207,1486048
11,1736081,123683,95919,1533472
12,1641856,124068,94499,1440233
13,1614729,124302,96724,1412671
14,1637865,124393,96227,1436395
15,1737778,124506,96117,1536950
16,1668269,124880,95409,1499897
17,1665194,125296,98351,1490963
18,1785485,124398,97421,1606940
19,1986888,124819,96245,1804476
20,2032909,125830,97168,1823738
21,1992685,125716,95306,1784794
22,1914966,126550,97566,1707008
23,1652813,126946,96403,1448604
24,1631074,127479,99155,1425263
25,1623592,127243,98406,1413830
26,1672777,127132,96018,1464387
27,1828814,127289,99145,1616343
28,1787732,127449,98059,1582467
29,1764418,127546,98166,1556922
30,1640044,127887,96971,1435666
31,1601651,127036,97181,1400988
32,1694292,127862,99300,1499708
33,1659554,130250,101914,1480142
34,1691505,130130,101314,1513170
35,1598798,129691,99212,1423549
36,1614641,130462,102282,1435053
37,1614038,130463,103031,1430724
38,1575626,130207,102352,1395860
39,1593282,131600,103388,1411904
40,1604547,131471,105390,1416567
41,1602711,131833,102621,1422915
42,1594744,132446,102526,1413725
43,1787691,132706,103029,1601826
44,1773760,132768,104215,1585119
45,1808353,133932,104152,1622177
46,1679497,133952,104830,1492287
47,1714749,133750,104282,1531674
48,1634607,133888,103541,1453571
49,1718553,135537,106596,1534947
50,1696468,135311,104689,1511724
51,1681813,135717,107079,1492945
52,1757903,136233,105435,1566137
53,1776890,135744,106070,1581922
54,1714907,135826,106293,1527929
55,1739589,135093,106883,1554553
56,1801800,135445,104335,1612744
57,1808766,135929,104241,1623709
58,1701229,136588,105261,1516481
59,1676628,138105,107277,1490426
