0,1656694,122272,84863,1461508
1,1621939,122444,86748,1465606
2,1620432,122810,84157,1468933
3,1675561,123432,86882,1520408
4,1745500,122769,86170,1592085
5,1766405,121886,88413,1609201
6,1684693,122936,87060,1528552
7,1823665,122102,86274,1668862
8,1657516,122111,86040,1500037
9,1702250,122302,85058,1553242
10,1711402,122484,85703,1561331
11,1722967,121720,86145,1571094
12,1763412,122367,86316,1598126
13,1784422,121771,86503,1634235
14,1663310,121790,86517,1509805
15,1637344,121010,83243,1486621
16,1688125,121851,86690,1530172
17,1654825,121155,85136,1502668
18,1661331,120827,82889,1510379
19,1809158,120780,83636,1658399
20,1692173,121253,83612,1541009
21,1673226,121273,85138,1523756
22,1688113,121013,84272,1539559
23,1687904,121067,82583,1538760
24,1692412,120939,83163,1541774
25,1764081,120513,83116,1609231
26,1727902,121082,83345,1576437
27,1709022,120957,82718,1558706
28,1656131,121242,85372,1497835
29,1776343,120694,86353,1623322
30,1722989,120680,89722,1568590
31,1722473,121522,90457,1566442
32,1758170,121798,90145,1599414
33,1896341,121423,91080,1730540
34,1736385,121793,91386,1571272
35,1716052,121700,91133,1550841
36,1754147,121508,90299,1591405
37,1775006,122074,92634,1608282
38,1764912,121317,91395,1597728
39,1716549,121361,91913,1550723
40,1673410,121097,92123,1506662
41,1675539,121649,93632,1506692
42,1656842,121722,92560,1498241
43,1685942,121168,90894,1530084
44,1732127,121038,90735,1576808
45,1787291,121092,91123,1630420
46,1649045,120622,91132,1491783
47,1649205,120439,90615,1492732
48,1635379,120290,90267,1478086
49,1604827,120563,90452,1448911
50,1605652,119983,90617,1449498
51,1577028,119851,90699,1415111
52,1629465,119549,90268,1472529
53,1667822,119494,87841,1515039
54,1635344,119291,89762,1480570
55,1711579,119055,87397,1558932
56,1668842,118472,89280,1514586
57,1744631,118467,88556,1591480
58,1843938,118257,87001,1692119
59,1799355,117466,88492,1646485
