0,1254003,126290,135791,1045887
1,1269611,126511,135027,1063036
2,1312213,127199,140143,1100908
3,1374774,127720,175489,1129409
4,1353397,127140,172577,1110548
5,1296726,126834,174561,1051301
6,1328676,126743,176732,1082214
7,1405324,126733,172178,1161360
8,1402188,128059,172589,1158606
9,1358868,128042,174077,1115453
10,1339032,127765,171326,1096912
11,1416811,128035,169979,1176532
12,1418985,127373,169621,1178262
13,1422924,127363,171415,1181201
14,1477044,127480,169500,1233629
15,1520632,127758,197179,1249599
16,1564114,127985,224222,1265112
17,1673457,128753,235630,1362756
18,1595015,128352,219696,1300566
19,1570552,129055,231081,1265406
20,1560195,129436,223714,1264212
21,1559620,129358,231391,1259633
22,1561219,129175,234443,1257761
23,1525538,129702,230705,1224971
24,1505979,130043,238336,1197077
25,1551958,131390,240470,1235624
26,1513747,131436,232676,1198326
27,1501484,131051,233030,1182793
28,1517779,130868,242961,1200954
29,1533058,131645,237744,1225583
30,2529922,131227,236892,2223517
31,2594540,131332,237373,2288422
32,2478767,131256,236084,2173654
33,2496135,130465,228759,2198015
34,2490601,130425,230984,2189500
35,2528376,129835,233653,2226822
36,2483737,129091,197508,2217453
37,2475322,129646,192194,2212085
38,2418460,130176,194923,2154217
39,2475521,129464,193071,2212833
40,2484149,129339,203120,2211539
41,2519314,128617,216993,2232348
42,2527896,128740,220015,2238219
43,2513900,128641,227491,2217701
44,2501632,128485,230180,2202739
45,2480370,129215,226645,2184642
46,1494391,128360,211014,1214429
47,1445825,127890,208606,1162338
48,1514674,128878,221351,1219113
49,1443934,128932,217786,1157144
50,1439831,129721,218618,1152074
51,1462500,130231,212792,1180819
52,1446042,129332,217873,1158638
53,1430509,130460,215992,1145392
54,1444876,130033,222991,1153574
55,1394223,129669,211750,1114110
56,1441798,129583,220196,1153232
57,1466732,130117,227866,1169587
58,1561215,128963,229088,1263834
59,1475502,129067,224196,1180803
