0,1282539,112853,131560,1065446
1,1251570,113950,140798,1024608
2,1306238,114262,133696,1087248
3,1237783,113609,142462,1004276
4,1252009,113954,143094,1014144
5,1228822,114454,136409,1013770
6,1226446,114539,130656,1020380
7,1205050,114925,131443,999069
8,1234966,114805,129957,1028827
9,1282627,114872,127569,1082165
10,1265344,115231,128671,1063316
11,1237724,115350,128961,1038099
12,1232599,114620,128521,1035175
13,1211366,115703,131362,1010846
14,1213715,115269,130947,1015132
15,1211583,115697,127981,1014006
16,1190109,115226,129923,991390
17,1204436,116725,141671,993094
18,1216046,116181,140588,1007356
19,1197850,116750,131799,997114
20,1203100,117541,132225,1001685
21,1186573,117770,131830,986560
22,1212921,116800,128513,1015587
23,1232884,117203,131198,1032407
24,1231947,118280,132686,1022977
25,1297508,117619,132269,1090874
26,1310541,117891,133432,1098262
27,1264265,117742,131459,1055026
28,1451515,118445,133860,1239851
29,1334729,118715,135783,1119611
30,1279214,118240,133257,1067058
31,1265742,117904,132273,1051139
32,1265229,117531,135340,1054477
33,1287557,117868,134694,1082725
34,1292923,117981,133665,1089359
35,1325883,117942,136021,1119445
36,1324492,117884,138946,1113991
37,1305178,119965,145734,1087563
38,1286284,120483,151919,1063122
39,1308280,121184,147623,1090340
40,1345122,121088,148798,1124966
41,1312034,120933,146632,1095209
42,1346591,120290,146982,1128887
43,1329273,120533,147340,1112175
44,1370408,120354,145153,1154992
45,1462989,120529,145093,1246965
46,1385172,121956,148295,1165491
47,1378159,122016,149930,1153384
48,1365264,121643,147774,1137653
49,1379440,120727,147968,1151649
50,1391727,120500,148462,1163080
51,1408599,121013,149681,1177739
52,1380460,121778,147916,1150437
53,1385654,122147,147503,1155729
54,1409414,121838,145994,1188517
55,1391132,121811,146297,1173114
56,1303559,121731,143904,1078157
57,1368039,121711,145223,1096118
58,1381819,122024,145443,1165196
59,1639123,122693,143222,1425780
