0,1813726,135294,175832,1564036
1,1842621,135613,174023,1595068
2,1718087,135192,167763,1477634
3,1487979,135577,170079,1244658
4,1478050,134876,170038,1235774
5,1445685,134163,170781,1203099
6,2226321,134744,172493,1981254
7,3180795,134680,170414,2938591
8,3380682,134307,168067,3140882
9,3413857,134649,174278,3168697
10,3396951,134794,170961,3154325
11,3322366,135188,172705,3077810
12,3056874,135238,167086,2819808
13,3101597,135012,170752,2865351
14,3124221,135206,176950,2884800
15,3116507,135108,170457,2882033
16,3052777,135327,173233,2815878
17,1550381,135435,171560,1315775
18,1551362,134985,173960,1313472
19,1506790,134331,176102,1266481
20,1497509,135043,168194,1266209
21,1469038,135778,181867,1225106
22,1432392,135243,175072,1196222
23,1444212,136951,183237,1198312
24,1468530,136533,179656,1228320
25,1531308,135988,183157,1287993
26,1468352,135527,179135,1228103
27,1466137,135892,182917,1221091
28,1403448,135847,184646,1158679
29,1439200,135333,187042,1190934
30,1433825,135951,187867,1181707
31,1501486,135565,185267,1253639
32,1535322,135847,183206,1290380
33,1295000,134183,173261,1058893
34,1341539,134961,181347,1092726
35,1339116,133643,178608,1096323
36,1312391,133802,178544,1059047
37,1356071,132600,175057,1116163
38,1257340,132000,170473,1020025
39,1215980,130971,169157,984671
40,1219366,131038,177960,979538
41,1251156,131172,187805,999272
42,1231424,132431,188529,972844
43,1213532,129977,178508,972751
44,1194226,130280,172232,959245
45,1217801,130575,180025,976966
46,1180134,130592,182304,936726
47,1194812,129981,173742,957275
48,1228138,128712,172431,991603
49,1114294,128890,172058,877701
50,2165692,128540,176184,1911196
51,2465868,128431,177214,2208748
52,2483305,129309,176999,2233440
53,2650417,129671,180836,2392056
54,2498147,130320,184478,2244159
55,2553058,130157,188881,2300615
56,2483751,130421,184837,2220594
57,2516304,130481,184485,2252924
58,2513692,129629,183482,2263173
59,2456294,129588,179230,2216290
