0,1509937,141043,241615,1202678
1,1566670,140745,238079,1264907
2,1537525,141013,234320,1240150
3,1518688,142056,235882,1214744
4,1482917,141692,238483,1174404
5,1446049,141587,244491,1133631
6,1480672,141029,235616,1175813
7,1480944,141864,239472,1172332
8,1504456,141793,246292,1187304
9,1452029,140872,242326,1140715
10,1433869,140782,236175,1129271
11,1428022,140042,237321,1118841
12,1444099,140703,235363,1139343
13,1427883,141553,242520,1116377
14,1408766,141519,233615,1107164
15,1450407,141620,228593,1152511
16,1431272,141601,241557,1120071
17,1438153,142831,242093,1127429
18,1416423,141918,234296,1113754
19,1447377,142373,237033,1140773
20,1464769,142010,239270,1155988
21,1498004,143276,233593,1195007
22,1474815,144339,243207,1163156
23,1773447,144159,240390,1463706
24,2355925,143856,240730,2046813
25,1859595,142346,226104,1563398
26,2165942,141889,237893,1857828
27,2015296,141496,239103,1706995
28,2425944,141543,241638,2116356
29,1921397,141622,233826,1618145
30,2325022,141990,232695,2023522
31,2417800,141473,231160,2117422
32,2333310,142540,242545,2021296
33,2327066,142738,235239,2024413
34,2376262,142955,232216,2077103
35,2324550,142862,243089,2014965
36,2346012,142456,241729,2037738
37,2466470,143378,242508,2158333
38,4263686,142823,236402,3959690
39,4333099,141275,240435,4027330
40,4346430,142264,226055,4052749
41,4156327,141704,237282,3849029
42,3409046,142330,233730,3104503
43,3438149,142437,239083,3129185
44,3487416,142525,235972,3184059
45,3434823,143455,238647,3129077
46,2796107,143028,238393,2490351
47,1635324,143524,234208,1332881
48,1658059,143043,235072,1355151
49,1664032,142193,238055,1359257
50,1666746,142062,238663,1360665
51,1602040,141775,236977,1297465
52,1451430,141848,231287,1153752
53,1420709,142916,235383,1117502
54,1467688,141544,232567,1168182
55,1514954,141742,229136,1218604
56,1599845,142473,233138,1299916
57,1463775,141700,221666,1175851
58,1485288,142175,224479,1188568
59,1510084,142568,230969,1206665
